sensor_id,lokasi,tipe_sensor,timestamp,suhu,kelembapan,amonia,status_pintu,tekanan,pm25
DOOR-B1,Cold Room B,pintu,2026-05-06T13:34:00.110841+00:00,,,,0,,9.26
DOOR-A1,Cold Room A,pintu,2026-05-06T13:34:00.110841+00:00,,,,0,,17.63
NH3-B1,Cold Room B,amonia,2026-05-06T13:34:00.110841+00:00,,,8.85,,,13.27
NH3-A1,Cold Room A,amonia,2026-05-06T13:34:00.110841+00:00,,,9.36,,,14.04
HUM-B1,Cold Room B,kelembapan,2026-05-06T13:34:00.110841+00:00,,92.33,,,,5.54
HUM-A1,Cold Room A,kelembapan,2026-05-06T13:34:00.110841+00:00,,90.65,,,,5.39
TEMP-B1,Cold Room B,suhu,2026-05-06T13:34:00.110841+00:00,-20.03,,,,,30.41
TEMP-A1,Cold Room A,suhu,2026-05-06T13:34:00.110841+00:00,-18.24,,,,,12.57
PRESS-B1,Cold Room B,tekanan,2026-05-06T13:44:00.110841+00:00,,,,,72.68,20.77
PRESS-A1,Cold Room A,tekanan,2026-05-06T13:44:00.110841+00:00,,,,,61.95,26.89
DOOR-B1,Cold Room B,pintu,2026-05-06T13:44:00.110841+00:00,,,,0,,11.99
DOOR-A1,Cold Room A,pintu,2026-05-06T13:44:00.110841+00:00,,,,0,,5.07
NH3-B1,Cold Room B,amonia,2026-05-06T13:44:00.110841+00:00,,,5.83,,,8.75
NH3-A1,Cold Room A,amonia,2026-05-06T13:44:00.110841+00:00,,,4.37,,,6.55
HUM-B1,Cold Room B,kelembapan,2026-05-06T13:44:00.110841+00:00,,91.99,,,,28.49
HUM-A1,Cold Room A,kelembapan,2026-05-06T13:44:00.110841+00:00,,92.34,,,,36.99
TEMP-B1,Cold Room B,suhu,2026-05-06T13:44:00.110841+00:00,-21.31,,,,,23.77
TEMP-A1,Cold Room A,suhu,2026-05-06T13:44:00.110841+00:00,-18.72,,,,,12.41
PRESS-B1,Cold Room B,tekanan,2026-05-06T13:54:00.110841+00:00,,,,,63.41,29.77
PRESS-A1,Cold Room A,tekanan,2026-05-06T13:54:00.110841+00:00,,,,,71.54,13.69
DOOR-B1,Cold Room B,pintu,2026-05-06T13:54:00.110841+00:00,,,,0,,12.17
DOOR-A1,Cold Room A,pintu,2026-05-06T13:54:00.110841+00:00,,,,0,,8.77
NH3-B1,Cold Room B,amonia,2026-05-06T13:54:00.110841+00:00,,,7.9,,,11.85
NH3-A1,Cold Room A,amonia,2026-05-06T13:54:00.110841+00:00,,,47.39,,,284.34
HUM-B1,Cold Room B,kelembapan,2026-05-06T13:54:00.110841+00:00,,90.32,,,,5.88
HUM-A1,Cold Room A,kelembapan,2026-05-06T13:54:00.110841+00:00,,86.1,,,,18.53
TEMP-B1,Cold Room B,suhu,2026-05-06T13:54:00.110841+00:00,-19.61,,,,,38.38
TEMP-A1,Cold Room A,suhu,2026-05-06T13:54:00.110841+00:00,-19.52,,,,,29.71
PRESS-B1,Cold Room B,tekanan,2026-05-06T14:04:00.110841+00:00,,,,,67.64,18.0
PRESS-A1,Cold Room A,tekanan,2026-05-06T14:04:00.110841+00:00,,,,,79.68,20.54
DOOR-B1,Cold Room B,pintu,2026-05-06T14:04:00.110841+00:00,,,,0,,8.85
DOOR-A1,Cold Room A,pintu,2026-05-06T14:04:00.110841+00:00,,,,0,,12.78
NH3-B1,Cold Room B,amonia,2026-05-06T14:04:00.110841+00:00,,,3.77,,,5.66
NH3-A1,Cold Room A,amonia,2026-05-06T14:04:00.110841+00:00,,,8.56,,,12.84
HUM-B1,Cold Room B,kelembapan,2026-05-06T14:04:00.110841+00:00,,88.75,,,,34.53
HUM-A1,Cold Room A,kelembapan,2026-05-06T14:04:00.110841+00:00,,94.95,,,,28.19
TEMP-B1,Cold Room B,suhu,2026-05-06T14:04:00.110841+00:00,-21.53,,,,,8.62
TEMP-A1,Cold Room A,suhu,2026-05-06T14:04:00.110841+00:00,-18.05,,,,,5.51
PRESS-B1,Cold Room B,tekanan,2026-05-06T14:14:00.110841+00:00,,,,,51.66,22.72
PRESS-A1,Cold Room A,tekanan,2026-05-06T14:14:00.110841+00:00,,,,,12.45,184.63
DOOR-B1,Cold Room B,pintu,2026-05-06T14:14:00.110841+00:00,,,,1,,191.4
DOOR-A1,Cold Room A,pintu,2026-05-06T14:14:00.110841+00:00,,,,0,,19.89
NH3-B1,Cold Room B,amonia,2026-05-06T14:14:00.110841+00:00,,,7.93,,,11.89
NH3-A1,Cold Room A,amonia,2026-05-06T14:14:00.110841+00:00,,,2.46,,,3.69
HUM-B1,Cold Room B,kelembapan,2026-05-06T14:14:00.110841+00:00,,92.76,,,,23.94
HUM-A1,Cold Room A,kelembapan,2026-05-06T14:14:00.110841+00:00,,92.17,,,,13.62
TEMP-B1,Cold Room B,suhu,2026-05-06T14:14:00.110841+00:00,-5.74,,,,,182.42
TEMP-A1,Cold Room A,suhu,2026-05-06T14:14:00.110841+00:00,-21.99,,,,,32.34
PRESS-B1,Cold Room B,tekanan,2026-05-06T14:24:00.110841+00:00,,,,,64.58,23.02
PRESS-A1,Cold Room A,tekanan,2026-05-06T14:24:00.110841+00:00,,,,,55.91,14.56
DOOR-B1,Cold Room B,pintu,2026-05-06T14:24:00.110841+00:00,,,,0,,16.9
DOOR-A1,Cold Room A,pintu,2026-05-06T14:24:00.110841+00:00,,,,0,,15.05
NH3-B1,Cold Room B,amonia,2026-05-06T14:24:00.110841+00:00,,,1.16,,,1.74
NH3-A1,Cold Room A,amonia,2026-05-06T14:24:00.110841+00:00,,,9.34,,,14.01
HUM-B1,Cold Room B,kelembapan,2026-05-06T14:24:00.110841+00:00,,91.15,,,,20.37
HUM-A1,Cold Room A,kelembapan,2026-05-06T14:24:00.110841+00:00,,89.49,,,,10.23
TEMP-B1,Cold Room B,suhu,2026-05-06T14:24:00.110841+00:00,-19.83,,,,,28.6
TEMP-A1,Cold Room A,suhu,2026-05-06T14:24:00.110841+00:00,-18.88,,,,,32.37
PRESS-B1,Cold Room B,tekanan,2026-05-06T14:34:00.110841+00:00,,,,,79.93,18.57
PRESS-A1,Cold Room A,tekanan,2026-05-06T14:34:00.110841+00:00,,,,,75.0,13.34
DOOR-B1,Cold Room B,pintu,2026-05-06T14:34:00.110841+00:00,,,,0,,14.04
DOOR-A1,Cold Room A,pintu,2026-05-06T14:34:00.110841+00:00,,,,0,,5.22
NH3-B1,Cold Room B,amonia,2026-05-06T14:34:00.110841+00:00,,,3.27,,,4.91
NH3-A1,Cold Room A,amonia,2026-05-06T14:34:00.110841+00:00,,,9.13,,,13.7
HUM-B1,Cold Room B,kelembapan,2026-05-06T14:34:00.110841+00:00,,64.47,,,,197.65
HUM-A1,Cold Room A,kelembapan,2026-05-06T14:34:00.110841+00:00,,93.24,,,,21.02
TEMP-B1,Cold Room B,suhu,2026-05-06T14:34:00.110841+00:00,-18.66,,,,,39.17
TEMP-A1,Cold Room A,suhu,2026-05-06T14:34:00.110841+00:00,-21.23,,,,,27.74
PRESS-B1,Cold Room B,tekanan,2026-05-06T14:44:00.110841+00:00,,,,,67.61,14.95
PRESS-A1,Cold Room A,tekanan,2026-05-06T14:44:00.110841+00:00,,,,,53.63,25.95
DOOR-B1,Cold Room B,pintu,2026-05-06T14:44:00.110841+00:00,,,,0,,16.85
DOOR-A1,Cold Room A,pintu,2026-05-06T14:44:00.110841+00:00,,,,0,,16.1
NH3-B1,Cold Room B,amonia,2026-05-06T14:44:00.110841+00:00,,,3.56,,,5.34
NH3-A1,Cold Room A,amonia,2026-05-06T14:44:00.110841+00:00,,,9.39,,,14.09
HUM-B1,Cold Room B,kelembapan,2026-05-06T14:44:00.110841+00:00,,86.9,,,,11.81
HUM-A1,Cold Room A,kelembapan,2026-05-06T14:44:00.110841+00:00,,94.83,,,,6.36
TEMP-B1,Cold Room B,suhu,2026-05-06T14:44:00.110841+00:00,-21.67,,,,,19.73
TEMP-A1,Cold Room A,suhu,2026-05-06T14:44:00.110841+00:00,-19.81,,,,,17.22
PRESS-B1,Cold Room B,tekanan,2026-05-06T14:54:00.110841+00:00,,,,,52.8,19.08
PRESS-A1,Cold Room A,tekanan,2026-05-06T14:54:00.110841+00:00,,,,,63.74,24.36
DOOR-B1,Cold Room B,pintu,2026-05-06T14:54:00.110841+00:00,,,,0,,11.7
DOOR-A1,Cold Room A,pintu,2026-05-06T14:54:00.110841+00:00,,,,0,,12.48
NH3-B1,Cold Room B,amonia,2026-05-06T14:54:00.110841+00:00,,,5.45,,,8.18
NH3-A1,Cold Room A,amonia,2026-05-06T14:54:00.110841+00:00,,,0.83,,,1.24
HUM-B1,Cold Room B,kelembapan,2026-05-06T14:54:00.110841+00:00,,90.09,,,,21.0
HUM-A1,Cold Room A,kelembapan,2026-05-06T14:54:00.110841+00:00,,85.11,,,,15.97
TEMP-B1,Cold Room B,suhu,2026-05-06T14:54:00.110841+00:00,-20.68,,,,,37.86
TEMP-A1,Cold Room A,suhu,2026-05-06T14:54:00.110841+00:00,-19.35,,,,,26.73
PRESS-B1,Cold Room B,tekanan,2026-05-06T15:04:00.110841+00:00,,,,,78.58,27.85
PRESS-A1,Cold Room A,tekanan,2026-05-06T15:04:00.110841+00:00,,,,,62.62,15.91
DOOR-B1,Cold Room B,pintu,2026-05-06T15:04:00.110841+00:00,,,,0,,16.46
DOOR-A1,Cold Room A,pintu,2026-05-06T15:04:00.110841+00:00,,,,0,,13.47
NH3-B1,Cold Room B,amonia,2026-05-06T15:04:00.110841+00:00,,,9.4,,,14.1
NH3-A1,Cold Room A,amonia,2026-05-06T15:04:00.110841+00:00,,,32.15,,,192.9
HUM-B1,Cold Room B,kelembapan,2026-05-06T15:04:00.110841+00:00,,86.71,,,,32.66
HUM-A1,Cold Room A,kelembapan,2026-05-06T15:04:00.110841+00:00,,89.7,,,,23.36
TEMP-B1,Cold Room B,suhu,2026-05-06T15:04:00.110841+00:00,-18.01,,,,,11.67
TEMP-A1,Cold Room A,suhu,2026-05-06T15:04:00.110841+00:00,-21.39,,,,,37.59
PRESS-B1,Cold Room B,tekanan,2026-05-06T15:14:00.110841+00:00,,,,,71.33,13.08
PRESS-A1,Cold Room A,tekanan,2026-05-06T15:14:00.110841+00:00,,,,,65.4,26.12
DOOR-B1,Cold Room B,pintu,2026-05-06T15:14:00.110841+00:00,,,,0,,7.32
DOOR-A1,Cold Room A,pintu,2026-05-06T15:14:00.110841+00:00,,,,0,,8.44
NH3-B1,Cold Room B,amonia,2026-05-06T15:14:00.110841+00:00,,,5.18,,,7.77
NH3-A1,Cold Room A,amonia,2026-05-06T15:14:00.110841+00:00,,,1.42,,,2.13
HUM-B1,Cold Room B,kelembapan,2026-05-06T15:14:00.110841+00:00,,64.95,,,,167.59
HUM-A1,Cold Room A,kelembapan,2026-05-06T15:14:00.110841+00:00,,88.88,,,,34.21
TEMP-B1,Cold Room B,suhu,2026-05-06T15:14:00.110841+00:00,-19.22,,,,,25.46
TEMP-A1,Cold Room A,suhu,2026-05-06T15:14:00.110841+00:00,-20.38,,,,,17.36
PRESS-B1,Cold Room B,tekanan,2026-05-06T15:24:00.110841+00:00,,,,,68.17,26.45
PRESS-A1,Cold Room A,tekanan,2026-05-06T15:24:00.110841+00:00,,,,,58.15,11.51
DOOR-B1,Cold Room B,pintu,2026-05-06T15:24:00.110841+00:00,,,,0,,11.93
DOOR-A1,Cold Room A,pintu,2026-05-06T15:24:00.110841+00:00,,,,0,,16.34
NH3-B1,Cold Room B,amonia,2026-05-06T15:24:00.110841+00:00,,,5.4,,,8.1
NH3-A1,Cold Room A,amonia,2026-05-06T15:24:00.110841+00:00,,,5.48,,,8.22
HUM-B1,Cold Room B,kelembapan,2026-05-06T15:24:00.110841+00:00,,93.19,,,,9.73
HUM-A1,Cold Room A,kelembapan,2026-05-06T15:24:00.110841+00:00,,89.65,,,,39.19
TEMP-B1,Cold Room B,suhu,2026-05-06T15:24:00.110841+00:00,-20.45,,,,,7.85
TEMP-A1,Cold Room A,suhu,2026-05-06T15:24:00.110841+00:00,-21.87,,,,,36.23
PRESS-B1,Cold Room B,tekanan,2026-05-06T15:34:00.110841+00:00,,,,,69.16,13.01
PRESS-A1,Cold Room A,tekanan,2026-05-06T15:34:00.110841+00:00,,,,,78.37,24.5
DOOR-B1,Cold Room B,pintu,2026-05-06T15:34:00.110841+00:00,,,,0,,15.45
DOOR-A1,Cold Room A,pintu,2026-05-06T15:34:00.110841+00:00,,,,0,,6.92
NH3-B1,Cold Room B,amonia,2026-05-06T15:34:00.110841+00:00,,,6.46,,,9.69
NH3-A1,Cold Room A,amonia,2026-05-06T15:34:00.110841+00:00,,,1.26,,,1.89
HUM-B1,Cold Room B,kelembapan,2026-05-06T15:34:00.110841+00:00,,92.92,,,,17.49
HUM-A1,Cold Room A,kelembapan,2026-05-06T15:34:00.110841+00:00,,85.4,,,,19.08
TEMP-B1,Cold Room B,suhu,2026-05-06T15:34:00.110841+00:00,-20.33,,,,,30.09
TEMP-A1,Cold Room A,suhu,2026-05-06T15:34:00.110841+00:00,-18.69,,,,,5.74
PRESS-B1,Cold Room B,tekanan,2026-05-06T15:44:00.110841+00:00,,,,,71.25,12.72
PRESS-A1,Cold Room A,tekanan,2026-05-06T15:44:00.110841+00:00,,,,,72.66,22.02
DOOR-B1,Cold Room B,pintu,2026-05-06T15:44:00.110841+00:00,,,,0,,6.64
DOOR-A1,Cold Room A,pintu,2026-05-06T15:44:00.110841+00:00,,,,0,,17.14
NH3-B1,Cold Room B,amonia,2026-05-06T15:44:00.110841+00:00,,,3.99,,,5.99
NH3-A1,Cold Room A,amonia,2026-05-06T15:44:00.110841+00:00,,,4.83,,,7.25
HUM-B1,Cold Room B,kelembapan,2026-05-06T15:44:00.110841+00:00,,88.39,,,,24.63
HUM-A1,Cold Room A,kelembapan,2026-05-06T15:44:00.110841+00:00,,94.63,,,,22.06
TEMP-B1,Cold Room B,suhu,2026-05-06T15:44:00.110841+00:00,-18.14,,,,,16.85
TEMP-A1,Cold Room A,suhu,2026-05-06T15:44:00.110841+00:00,-20.16,,,,,18.99
PRESS-B1,Cold Room B,tekanan,2026-05-06T15:54:00.110841+00:00,,,,,72.81,24.45
PRESS-A1,Cold Room A,tekanan,2026-05-06T15:54:00.110841+00:00,,,,,72.33,28.84
DOOR-B1,Cold Room B,pintu,2026-05-06T15:54:00.110841+00:00,,,,0,,16.93
DOOR-A1,Cold Room A,pintu,2026-05-06T15:54:00.110841+00:00,,,,0,,10.88
NH3-B1,Cold Room B,amonia,2026-05-06T15:54:00.110841+00:00,,,5.81,,,8.71
NH3-A1,Cold Room A,amonia,2026-05-06T15:54:00.110841+00:00,,,5.31,,,7.96
HUM-B1,Cold Room B,kelembapan,2026-05-06T15:54:00.110841+00:00,,90.27,,,,10.27
HUM-A1,Cold Room A,kelembapan,2026-05-06T15:54:00.110841+00:00,,85.05,,,,36.66
TEMP-B1,Cold Room B,suhu,2026-05-06T15:54:00.110841+00:00,-18.85,,,,,32.6
TEMP-A1,Cold Room A,suhu,2026-05-06T15:54:00.110841+00:00,-20.94,,,,,22.06
PRESS-B1,Cold Room B,tekanan,2026-05-06T16:04:00.110841+00:00,,,,,65.19,13.16
PRESS-A1,Cold Room A,tekanan,2026-05-06T16:04:00.110841+00:00,,,,,50.89,15.05
DOOR-B1,Cold Room B,pintu,2026-05-06T16:04:00.110841+00:00,,,,0,,10.77
DOOR-A1,Cold Room A,pintu,2026-05-06T16:04:00.110841+00:00,,,,0,,18.57
NH3-B1,Cold Room B,amonia,2026-05-06T16:04:00.110841+00:00,,,6.75,,,10.12
NH3-A1,Cold Room A,amonia,2026-05-06T16:04:00.110841+00:00,,,6.04,,,9.06
HUM-B1,Cold Room B,kelembapan,2026-05-06T16:04:00.110841+00:00,,91.71,,,,9.25
HUM-A1,Cold Room A,kelembapan,2026-05-06T16:04:00.110841+00:00,,88.01,,,,39.2
TEMP-B1,Cold Room B,suhu,2026-05-06T16:04:00.110841+00:00,-20.39,,,,,27.52
TEMP-A1,Cold Room A,suhu,2026-05-06T16:04:00.110841+00:00,-18.4,,,,,25.62
PRESS-B1,Cold Room B,tekanan,2026-05-06T16:14:00.110841+00:00,,,,,72.96,18.54
PRESS-A1,Cold Room A,tekanan,2026-05-06T16:14:00.110841+00:00,,,,,52.89,21.59
DOOR-B1,Cold Room B,pintu,2026-05-06T16:14:00.110841+00:00,,,,0,,17.76
DOOR-A1,Cold Room A,pintu,2026-05-06T16:14:00.110841+00:00,,,,0,,6.98
NH3-B1,Cold Room B,amonia,2026-05-06T16:14:00.110841+00:00,,,1.07,,,1.6
NH3-A1,Cold Room A,amonia,2026-05-06T16:14:00.110841+00:00,,,5.93,,,8.89
HUM-B1,Cold Room B,kelembapan,2026-05-06T16:14:00.110841+00:00,,90.76,,,,7.12
HUM-A1,Cold Room A,kelembapan,2026-05-06T16:14:00.110841+00:00,,90.54,,,,15.05
TEMP-B1,Cold Room B,suhu,2026-05-06T16:14:00.110841+00:00,-20.15,,,,,34.22
TEMP-A1,Cold Room A,suhu,2026-05-06T16:14:00.110841+00:00,-18.92,,,,,28.34
PRESS-B1,Cold Room B,tekanan,2026-05-06T16:24:00.110841+00:00,,,,,69.1,18.92
PRESS-A1,Cold Room A,tekanan,2026-05-06T16:24:00.110841+00:00,,,,,54.92,10.39
DOOR-B1,Cold Room B,pintu,2026-05-06T16:24:00.110841+00:00,,,,0,,7.85
DOOR-A1,Cold Room A,pintu,2026-05-06T16:24:00.110841+00:00,,,,0,,9.86
NH3-B1,Cold Room B,amonia,2026-05-06T16:24:00.110841+00:00,,,4.39,,,6.58
NH3-A1,Cold Room A,amonia,2026-05-06T16:24:00.110841+00:00,,,47.23,,,283.38
HUM-B1,Cold Room B,kelembapan,2026-05-06T16:24:00.110841+00:00,,94.26,,,,36.15
HUM-A1,Cold Room A,kelembapan,2026-05-06T16:24:00.110841+00:00,,57.11,,,,166.7
TEMP-B1,Cold Room B,suhu,2026-05-06T16:24:00.110841+00:00,-19.34,,,,,19.53
TEMP-A1,Cold Room A,suhu,2026-05-06T16:24:00.110841+00:00,-21.26,,,,,11.22
PRESS-B1,Cold Room B,tekanan,2026-05-06T16:34:00.110841+00:00,,,,,79.19,17.06
PRESS-A1,Cold Room A,tekanan,2026-05-06T16:34:00.110841+00:00,,,,,65.44,29.4
DOOR-B1,Cold Room B,pintu,2026-05-06T16:34:00.110841+00:00,,,,0,,6.85
DOOR-A1,Cold Room A,pintu,2026-05-06T16:34:00.110841+00:00,,,,0,,11.16
NH3-B1,Cold Room B,amonia,2026-05-06T16:34:00.110841+00:00,,,2.21,,,3.31
NH3-A1,Cold Room A,amonia,2026-05-06T16:34:00.110841+00:00,,,1.37,,,2.06
HUM-B1,Cold Room B,kelembapan,2026-05-06T16:34:00.110841+00:00,,87.77,,,,28.16
HUM-A1,Cold Room A,kelembapan,2026-05-06T16:34:00.110841+00:00,,91.42,,,,19.43
TEMP-B1,Cold Room B,suhu,2026-05-06T16:34:00.110841+00:00,-18.36,,,,,25.81
TEMP-A1,Cold Room A,suhu,2026-05-06T16:34:00.110841+00:00,-20.68,,,,,11.52
PRESS-B1,Cold Room B,tekanan,2026-05-06T16:44:00.110841+00:00,,,,,55.02,11.58
PRESS-A1,Cold Room A,tekanan,2026-05-06T16:44:00.110841+00:00,,,,,76.37,22.01
DOOR-B1,Cold Room B,pintu,2026-05-06T16:44:00.110841+00:00,,,,0,,15.3
DOOR-A1,Cold Room A,pintu,2026-05-06T16:44:00.110841+00:00,,,,0,,9.5
NH3-B1,Cold Room B,amonia,2026-05-06T16:44:00.110841+00:00,,,2.8,,,4.2
NH3-A1,Cold Room A,amonia,2026-05-06T16:44:00.110841+00:00,,,6.84,,,10.26
HUM-B1,Cold Room B,kelembapan,2026-05-06T16:44:00.110841+00:00,,92.46,,,,31.74
HUM-A1,Cold Room A,kelembapan,2026-05-06T16:44:00.110841+00:00,,87.76,,,,28.42
TEMP-B1,Cold Room B,suhu,2026-05-06T16:44:00.110841+00:00,-20.73,,,,,16.52
TEMP-A1,Cold Room A,suhu,2026-05-06T16:44:00.110841+00:00,-21.94,,,,,29.4
PRESS-B1,Cold Room B,tekanan,2026-05-06T16:54:00.110841+00:00,,,,,56.62,26.34
PRESS-A1,Cold Room A,tekanan,2026-05-06T16:54:00.110841+00:00,,,,,64.27,20.31
DOOR-B1,Cold Room B,pintu,2026-05-06T16:54:00.110841+00:00,,,,0,,7.83
DOOR-A1,Cold Room A,pintu,2026-05-06T16:54:00.110841+00:00,,,,0,,14.96
NH3-B1,Cold Room B,amonia,2026-05-06T16:54:00.110841+00:00,,,3.22,,,4.83
NH3-A1,Cold Room A,amonia,2026-05-06T16:54:00.110841+00:00,,,7.25,,,10.88
HUM-B1,Cold Room B,kelembapan,2026-05-06T16:54:00.110841+00:00,,85.99,,,,31.91
HUM-A1,Cold Room A,kelembapan,2026-05-06T16:54:00.110841+00:00,,90.73,,,,24.87
TEMP-B1,Cold Room B,suhu,2026-05-06T16:54:00.110841+00:00,-18.08,,,,,15.76
TEMP-A1,Cold Room A,suhu,2026-05-06T16:54:00.110841+00:00,-20.74,,,,,7.14
PRESS-B1,Cold Room B,tekanan,2026-05-06T17:04:00.110841+00:00,,,,,71.91,11.16
PRESS-A1,Cold Room A,tekanan,2026-05-06T17:04:00.110841+00:00,,,,,71.27,17.28
DOOR-B1,Cold Room B,pintu,2026-05-06T17:04:00.110841+00:00,,,,0,,13.41
DOOR-A1,Cold Room A,pintu,2026-05-06T17:04:00.110841+00:00,,,,0,,9.74
NH3-B1,Cold Room B,amonia,2026-05-06T17:04:00.110841+00:00,,,4.11,,,6.17
NH3-A1,Cold Room A,amonia,2026-05-06T17:04:00.110841+00:00,,,7.36,,,11.04
HUM-B1,Cold Room B,kelembapan,2026-05-06T17:04:00.110841+00:00,,94.18,,,,6.02
HUM-A1,Cold Room A,kelembapan,2026-05-06T17:04:00.110841+00:00,,87.3,,,,38.07
TEMP-B1,Cold Room B,suhu,2026-05-06T17:04:00.110841+00:00,-18.97,,,,,38.27
TEMP-A1,Cold Room A,suhu,2026-05-06T17:04:00.110841+00:00,-21.84,,,,,7.08
PRESS-B1,Cold Room B,tekanan,2026-05-06T17:14:00.110841+00:00,,,,,63.33,25.9
PRESS-A1,Cold Room A,tekanan,2026-05-06T17:14:00.110841+00:00,,,,,72.57,16.66
DOOR-B1,Cold Room B,pintu,2026-05-06T17:14:00.110841+00:00,,,,0,,14.45
DOOR-A1,Cold Room A,pintu,2026-05-06T17:14:00.110841+00:00,,,,0,,8.14
NH3-B1,Cold Room B,amonia,2026-05-06T17:14:00.110841+00:00,,,3.38,,,5.07
NH3-A1,Cold Room A,amonia,2026-05-06T17:14:00.110841+00:00,,,5.86,,,8.79
HUM-B1,Cold Room B,kelembapan,2026-05-06T17:14:00.110841+00:00,,94.03,,,,27.84
HUM-A1,Cold Room A,kelembapan,2026-05-06T17:14:00.110841+00:00,,91.17,,,,29.48
TEMP-B1,Cold Room B,suhu,2026-05-06T17:14:00.110841+00:00,-20.46,,,,,7.13
TEMP-A1,Cold Room A,suhu,2026-05-06T17:14:00.110841+00:00,-20.54,,,,,23.66
PRESS-B1,Cold Room B,tekanan,2026-05-06T17:24:00.110841+00:00,,,,,78.25,11.98
PRESS-A1,Cold Room A,tekanan,2026-05-06T17:24:00.110841+00:00,,,,,16.78,168.39
DOOR-B1,Cold Room B,pintu,2026-05-06T17:24:00.110841+00:00,,,,0,,10.34
DOOR-A1,Cold Room A,pintu,2026-05-06T17:24:00.110841+00:00,,,,0,,13.19
NH3-B1,Cold Room B,amonia,2026-05-06T17:24:00.110841+00:00,,,2.0,,,3.0
NH3-A1,Cold Room A,amonia,2026-05-06T17:24:00.110841+00:00,,,5.84,,,8.76
HUM-B1,Cold Room B,kelembapan,2026-05-06T17:24:00.110841+00:00,,85.8,,,,7.26
HUM-A1,Cold Room A,kelembapan,2026-05-06T17:24:00.110841+00:00,,92.81,,,,21.76
TEMP-B1,Cold Room B,suhu,2026-05-06T17:24:00.110841+00:00,-21.61,,,,,23.27
TEMP-A1,Cold Room A,suhu,2026-05-06T17:24:00.110841+00:00,-21.18,,,,,21.43
PRESS-B1,Cold Room B,tekanan,2026-05-06T17:34:00.110841+00:00,,,,,60.27,21.5
PRESS-A1,Cold Room A,tekanan,2026-05-06T17:34:00.110841+00:00,,,,,75.74,25.83
DOOR-B1,Cold Room B,pintu,2026-05-06T17:34:00.110841+00:00,,,,0,,6.45
DOOR-A1,Cold Room A,pintu,2026-05-06T17:34:00.110841+00:00,,,,0,,11.43
NH3-B1,Cold Room B,amonia,2026-05-06T17:34:00.110841+00:00,,,4.08,,,6.12
NH3-A1,Cold Room A,amonia,2026-05-06T17:34:00.110841+00:00,,,6.57,,,9.86
HUM-B1,Cold Room B,kelembapan,2026-05-06T17:34:00.110841+00:00,,93.91,,,,16.04
HUM-A1,Cold Room A,kelembapan,2026-05-06T17:34:00.110841+00:00,,87.0,,,,30.45
TEMP-B1,Cold Room B,suhu,2026-05-06T17:34:00.110841+00:00,-19.99,,,,,8.39
TEMP-A1,Cold Room A,suhu,2026-05-06T17:34:00.110841+00:00,-21.74,,,,,13.49
PRESS-B1,Cold Room B,tekanan,2026-05-06T17:44:00.110841+00:00,,,,,58.67,25.82
PRESS-A1,Cold Room A,tekanan,2026-05-06T17:44:00.110841+00:00,,,,,60.66,19.72
DOOR-B1,Cold Room B,pintu,2026-05-06T17:44:00.110841+00:00,,,,0,,10.68
DOOR-A1,Cold Room A,pintu,2026-05-06T17:44:00.110841+00:00,,,,0,,17.22
NH3-B1,Cold Room B,amonia,2026-05-06T17:44:00.110841+00:00,,,4.74,,,7.11
NH3-A1,Cold Room A,amonia,2026-05-06T17:44:00.110841+00:00,,,5.17,,,7.75
HUM-B1,Cold Room B,kelembapan,2026-05-06T17:44:00.110841+00:00,,86.26,,,,19.14
HUM-A1,Cold Room A,kelembapan,2026-05-06T17:44:00.110841+00:00,,94.18,,,,9.05
TEMP-B1,Cold Room B,suhu,2026-05-06T17:44:00.110841+00:00,-21.93,,,,,10.16
TEMP-A1,Cold Room A,suhu,2026-05-06T17:44:00.110841+00:00,-21.3,,,,,21.45
PRESS-B1,Cold Room B,tekanan,2026-05-06T17:54:00.110841+00:00,,,,,51.04,18.33
PRESS-A1,Cold Room A,tekanan,2026-05-06T17:54:00.110841+00:00,,,,,51.45,15.81
DOOR-B1,Cold Room B,pintu,2026-05-06T17:54:00.110841+00:00,,,,0,,6.15
DOOR-A1,Cold Room A,pintu,2026-05-06T17:54:00.110841+00:00,,,,0,,5.86
NH3-B1,Cold Room B,amonia,2026-05-06T17:54:00.110841+00:00,,,8.02,,,12.03
NH3-A1,Cold Room A,amonia,2026-05-06T17:54:00.110841+00:00,,,5.32,,,7.98
HUM-B1,Cold Room B,kelembapan,2026-05-06T17:54:00.110841+00:00,,94.37,,,,34.18
HUM-A1,Cold Room A,kelembapan,2026-05-06T17:54:00.110841+00:00,,89.43,,,,36.45
TEMP-B1,Cold Room B,suhu,2026-05-06T17:54:00.110841+00:00,-21.17,,,,,30.51
TEMP-A1,Cold Room A,suhu,2026-05-06T17:54:00.110841+00:00,-20.48,,,,,21.68
PRESS-B1,Cold Room B,tekanan,2026-05-06T18:04:00.110841+00:00,,,,,79.93,29.67
PRESS-A1,Cold Room A,tekanan,2026-05-06T18:04:00.110841+00:00,,,,,62.9,13.18
DOOR-B1,Cold Room B,pintu,2026-05-06T18:04:00.110841+00:00,,,,0,,16.0
DOOR-A1,Cold Room A,pintu,2026-05-06T18:04:00.110841+00:00,,,,0,,10.21
NH3-B1,Cold Room B,amonia,2026-05-06T18:04:00.110841+00:00,,,8.92,,,13.38
